Utterance,Emotion,,,,,,
"Joey, what-wh-wh-wha-wh-wha-wh-wha-wh-wha-what are you doing here?",fearful,,,,,,
Waiting for my Grandma to finish my laundry. What about you?,neutral,,,,,,
I'm here to see Mary-Angela.,neutral,,,,,,
Where's Mary-Angela?,neutral,,,,,,
She's right in there.,neutral,,,,,,
"Hey, Chandler!",happy,,,,,,
Hey!,happy,,,,,,
Hi!,happy,,,,,,
What are you doing here?,happy,,,,,,
"Ah y'know, this building is on my paper route so I...",happy,,,,,,
Oh.,fearful,,,,,,
Hi.,happy,,,,,,
Hi.,neutral,,,,,,
How'd did it go?,happy,,,,,,
I'm so proud of you.,happy,,,,,,
Me too!,happy,,,,,,
"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",fearful,,,,,,
I know.,happy,,,,,,
Yeah.,neutral,,,,,,
Yeah.,neutral,,,,,,
Rachel?,happy,,,,,,
Yeah. Hi Mark!,happy,,,,,,
"Hi. I just talked to Joanna, and she loves you. You got it, you got the job.",happy,,,,,,
"Oh, I did!",happy,,,,,,
Yes.,happy,,,,,,
Oh my God!!,happy,,,,,,
Congratu!! -lations-lations.,sad,,,,,,
"So ah, Phoebe, how was your date?",happy,,,,,,
Oh well y'know.,happy,,,,,,
"Yeah, I do know.",happy,,,,,,
"Ick, you were eavesdropping.",angry,,,,,,
"Eavesdropping. Pheebs, the ceiling tiles were falling down.",angry,,,,,,
"Oh, I'm sorry. But I really like this guy. And I think he really happens to like me.",happy,,,,,,
Maybe he's just jumping on a pogo-stick and really likes it?,happy,,,,,,
Maybe the pogo-stick likes it too?,neutral,,,,,,
"Ah, we'll all go. Come on.",happy,,,,,,
Thanks you guys! Thank you.,happy,,,,,,
Don't worry.,happy,,,,,,
"God, I hope they kick his ass!",happy,,,,,,
"Honey, I'm sorry.",sad,,,,,,
"Y'know if it's any consolation, he really did sound like he was having more fun with you.",happy,,,,,,
May I help you?,fearful,,,,,,
Don't do anything. Keep it inside. Learn how to hide your feelings! Don't cry outloud.,happy,,,,,,
Yes! Guess who's in an audition for a Broadway musical?,happy,,,,,,
"I want to say you but, that seems like such an easy answer.",happy,,,,,,
"It is me! It's a musical version of Tale of Two Cities. So I think I'm gonna sing New York, New York, and ah, oh I left My Heart in San Francisco.",happy,,,,,,
"Ah Joey, I don't think you get to pick the cities.",happy,,,,,,
What?,fearful,,,,,,
Mr. Dickens gets to pick 'em.,fearful,,,,,,
Who?,angry,,,,,,
I'll get you the Cliff Notes.,happy,,,,,,
The what?,angry,,,,,,
The abridgment.,happy,,,,,,
"Oh, okay. The what?",happy,,,,,,
"All right, I just got changed in thirty seconds so you can be alone with him. You'd better go for it.",neutral,,,,,,
"Please, I'm not going for anything.",neutral,,,,,,
"Well, if you don't, I will.",happy,,,,,,
Would you please go?,neutral,,,,,,
Night Mon. Night Julio.,neutral,,,,,,
Adios.,neutral,,,,,,
"Look Julio, someone left their book here.",neutral,,,,,,
"Ah actually, that is mine.",neutral,,,,,,
"Oh yeah, what are you reading?",neutral,,,,,,
Your a poet and don't know it.,sad,,,,,,
"Actually I ah, I am a poet.",neutral,,,,,,
Mine? Right here?,neutral,,,,,,
"Lovely, just lovely.",happy,,,,,,
Really? Thanks.,happy,,,,,,
"Excellent, I'll be there.",happy,,,,,,
"Do you have the, the Ralph Lauren file?",happy,,,,,,
"Oh, yeah, sure, it's umm...",happy,,,,,,
Wh-what's that?,fearful,,,,,,
"It's from Ross, it's a love bug.",happy,,,,,,
"Ah, excuse me, are you Rachel Green?",happy,,,,,,
Yes.,neutral,,,,,,
"One, two, three...",happy,,,,,,
"Omm-pah, omm-pah, omm-pah.",happy,,,,,,
It's nice to have a boyfriend.,happy,,,,,,
Your loyal loving boyfriend Ross..... Ross!,happy,,,,,,
All right Ross!! I get it!!,angry,,,,,,
I mean my God...,happy,,,,,,
You're hurt!,angry,,,,,,
I would never do that!,angry,,,,,,
Mark's a genius!,happy,,,,,,
Hi.,neutral,,,,,,
"Six dollars, please.",neutral,,,,,,
Six? I just had it for one night. It's three.,angry,,,,,,
"Eight o'clock is the cut-off and, aww, it's 8:02.",happy,,,,,,
"Y'know in a weird way, you have too much power. Look, you're gonna have to help me out here, 'cause I only have three.",angry,,,,,,
I can help with that.,happy,,,,,,
Oh my God. Richard? Hi!,happy,,,,,,
Hi!,happy,,,,,,
"Wow! Your lip went bald. Hey, thanks.",happy,,,,,,
"So, you look great.",happy,,,,,,
Right.,angry,,,,,,
No you do. You... just...,fearful,,,,,,
What?,fearful,,,,,,
You've got panties stuck to your leg.,fearful,,,,,,
It's good to see you.,happy,,,,,,
It's good to see you too.,happy,,,,,,
"You see that guy? He's in classics now, but y'know as soon as we leave he's going straight to the porn.",happy,,,,,,
"He's gonna go up to the counter with Citizen Kane, Vertigo, and Clockwork Orgy. This is nice.",happy,,,,,,
Yeah.,happy,,,,,,
I missed this.,sad,,,,,,
Me too.,sad,,,,,,
"So, you wanna get a hamburger or something?",happy,,,,,,
"Oh, um, I don't know if that's a good idea.",sad,,,,,,
"Oh. Look, just friends, I won't grope you. I promise.",neutral,,,,,,
"No it's not too soon, I had lunch at a eleven.",happy,,,,,,
Hey.,happy,,,,,,
Hey.,happy,,,,,,
Do you have any ice?,neutral,,,,,,
"Check the freezer. If there's none in there, then we're probably out. Are you just getting in from work? It's late.",happy,,,,,,
"Yeah, I know. I had the greatest day though, I got to sit in on the meeting with the reps from Calvin Klien. I told my boss I liked this line of lingerie, she ordered a ton of it. How was your day?",happy,,,,,,
I discovered I'm able to count all of my teeth using just my tongue.,happy,,,,,,
"Hmm. Umm, why do you have a copy of The Shining in your freezer?",happy,,,,,,
"Oh, I was reading it last night, and I got fearful, so.",fearful,,,,,,
"But ah, you're safe from it if it's in the freezer?",happy,,,,,,
"Well, safer. Y'know, I mean I never start reading The Shining, without making sure we've got plenty of room in the freezer, y'know.",happy,,,,,,
How often do you read it?,happy,,,,,,
Haven't you ever read the same book over and over again?,happy,,,,,,
"Well, umm, I guess I read Little Women more than once. But I mean that's a classic, what's so great about The Shining?",happy,,,,,,
"The question should be Rach, what is not so great about the shining. Okay? And the answer would be nothing. All right? This is like the scariest book ever. I bet it's way better than that classic of yours.",angry,,,,,,
"Okay. Ah, well we'll just see about that, okay. I will read The Shining, and you will read Little Women.",angry,,,,,,
"All right, you got it.",happy,,,,,,
All right.,angry,,,,,,
Okay.,happy,,,,,,
Okay.,happy,,,,,,
"Ah, now Rach, these ah, these little women.",sad,,,,,,
Yeah.,happy,,,,,,
"You say 'Thank you very much,' and then you buy me something pretty. Come on, we're gonna put are hands in this bowl, and we're gonna start squishing the tomatoes.",happy,,,,,,
"Ew, this feels very weird.",fearful,,,,,,
You touch people's eyeballs every day and this feels weird.,happy,,,,,,
"Yeah, well, sure I touch them, but I spent years learning not to squish them. That's my hand.",fearful,,,,,,
Oops.,neutral,,,,,,
Okay.,neutral,,,,,,
Gotta keep squishing.,neutral,,,,,,
Tomatoes are squishing.,happy,,,,,,
Okay.,neutral,,,,,,
Op.,neutral,,,,,,
"Oh, gosh, you got some on your shirt.",happy,,,,,,
Yeah.,neutral,,,,,,
"Hold on a second, just put a little club soda on it and it should umm, be.....",happy,,,,,,
What?,neutral,,,,,,
"Umm, you've got some on your pants.",sad,,,,,,
I'll just throw them out.,happy,,,,,,
So we can be friends who sleep together.,neutral,,,,,,
"Absolutely, this will just be something we do, like racquetball.",happy,,,,,,
"Sounds smart and healthy to me. So um, just out of curiosity, um, do you currently have any other racquetball buddies?",angry,,,,,,
Just your dad. Although that's actually racquetball. You know I-I do have a blind date with my sister's neighbour next Tuesday.,neutral,,,,,,
Oh.,neutral,,,,,,
You want me to cancel it?,neutral,,,,,,
No! No!,fearful,,,,,,
Okay.,neutral,,,,,,
"'Cause if you do that means you'd be cancelling it for me, and we're just friends.",happy,,,,,,
Exactly.,neutral,,,,,,
Hi.,neutral,,,,,,
Sorry. I'm sorry.,fearful,,,,,,
"You would not believe my day! I had to work two shifts, and then to top it off, I lost one of my fake boobs, in a grill fire.",angry,,,,,,
What are you smiling at?,happy,,,,,,
"I'm sorry, I was just thinking you're day could still pick up.",happy,,,,,,
"Yeah, right.",angry,,,,,,
Hello.,neutral,,,,,,
I love this friend thing!,happy,,,,,,
"Listen, Robert's gonna be here any second so, will one of you just tell him?",fearful,,,,,,
Oh.,neutral,,,,,,
"Please, right now, no, every time I see him it's like 'Is it on the lose?' 'Is it watching me?'",fearful,,,,,,
"We can't tell him, you can't go up to a guy you barely know and talk about his.... stuff.",angry,,,,,,
"He's right, even if it's to say something complementary.",happy,,,,,,
Hey!,happy,,,,,,
Hey.,neutral,,,,,,
"So are ready for the gym? They've got this new rock climbing wall, we can spot each other.",happy,,,,,,
"No, I can spot you from here.",neutral,,,,,,
What?,neutral,,,,,,
"Okay, listen Robert...",fearful,,,,,,
"Hey, don't we have to...",neutral,,,,,,
"Yeah, we got, um-hmm.",neutral,,,,,,
"Umm, I think you're really, really great...",happy,,,,,,
Oh God! Here we go again. Why does this keep happening to me? Is it something I'm putting out there? Is this my fault? Or am I just nuts?,angry,,,,,,
"I-I-I-I-I don't know, I don't know what to say.",fearful,,,,,,
"Hey buddy, this is a family place, put the mouse back in the house.",angry,,,,,,
What?,fearful,,,,,,
"Beth is really, really sick.",sad,,,,,,
Awwww.,sad,,,,,,
"Jo's there, but I don't think there's anything she could do.",sad,,,,,,
Joey?,neutral,,,,,,
Yeah.,neutral,,,,,,
Do you want to put the book in the freezer?,happy,,,,,,
Okay.,neutral,,,,,,
Okay.,neutral,,,,,,
"'Cause every time I see your face, I can't help but fall from grace. I know.....",happy,,,,,,
Wow! This girl is good.,happy,,,,,,
"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",happy,,,,,,
I like her.,happy,,,,,,
Why? Because she can sing and play guitar and do both at the same time?,angry,,,,,,
"Well, that's pretty much all I'm looking for from these people.",happy,,,,,,
Look at you. All jealous.,neutral,,,,,,
"Yeah Pheebs, come on, you two have completely different styles. Y'know, she's more.. y'know, and you're more",happy,,,,,,
beside meeeee-eeee-ee. .,happy,,,,,,
"Okay, see, see, everyone else is happy she's done.",angry,,,,,,
"Okay, my next song's called Phoebe Buffay, What Can I Say. I Really Loved When We Were Singing Partners, And I Shouldn't Have Left You That Way.",happy,,,,,,
"Oh no, one of those 'look for the hidden meaning' songs.",angry,,,,,,
Hey Phoebe.,happy,,,,,,
"Hey Leslie, how'd you know I'd be here?",happy,,,,,,
"I ran into Vlad at the place where they sell the big fish, and he said you played here a lot, so umm....",neutral,,,,,,
"All right listen, I have to go to the bathroom, but if the place with the big fish comes up again. I'd like know whether that's several big fish or just one big fish.",happy,,,,,,
"So ah, Phoebe tells us you write jingles.",neutral,,,,,,
Actually I said she abandoned me to write jingles.,happy,,,,,,
"Ah, anything we might of heard of?",happy,,,,,,
"Ah, yeah, umm. Home is never far away..",happy,,,,,,
Home is Home Star stew.,happy,,,,,,
"Yeah, but, I don't do that anymore. I got kinda sick of it, and then I couldn't come up with anything good, so they fired me.",neutral,,,,,,
"Hmm, bummer.",sad,,,,,,
No. But thanks.,neutral,,,,,,
Aw come on Phoebe would you just think about it?,happy,,,,,,
Okay. No. But thanks.,neutral,,,,,,
"Okay, ah, see ya Pheebs.",neutral,,,,,,
"Wow, that was kinda brutal.",happy,,,,,,
"Yeah, sure.",neutral,,,,,,
Someone in there?,neutral,,,,,,
No. This is just part of a dare devil game that I play called 'wait until the last moment before I burst and die.',angry,,,,,,
"Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?",happy,,,,,,
"Someone was in the lady's room, I couldn't wait. I left the lid up for ya though.",happy,,,,,,
"Y'know what Gunther, go ah, go ahead, I'm-I'm talking to ah, . This is the part where you say your name.",happy,,,,,,
Ginger.,happy,,,,,,
"Ginger. I'm talking to Ginger, so....",happy,,,,,,
Don't you have to use the bathroom?,neutral,,,,,,
"Nope, nope, I'd just ah, I'd rather talk to you. Yes, I do. Yes, I do have to go to the bathroom.",fearful,,,,,,
Someone in here.,happy,,,,,,
Where's Chandler?,neutral,,,,,,
"Ah, he can't make it, he said he had to his... Whoa-oh!",fearful,,,,,,
Joey? Joey Tribbiani?,fearful,,,,,,
Joey I can see you okay? You're hiding behind the coats.,fearful,,,,,,
"Phew, close one.",angry,,,,,,
Hi.,happy,,,,,,
"Hi, sweetie!",happy,,,,,,
Hello.,happy,,,,,,
"Hi, Ross.",happy,,,,,,
"Yeah, huh.",happy,,,,,,
I've got some bad news.,sad,,,,,,
What?,fearful,,,,,,
"Come on sweetie! You've had to work late every night for the past two weeks, what is it this time?",happy,,,,,,
"Actually, it's kinda my fault. I-I quit today.",fearful,,,,,,
"But work comes first! Oh hey, but that's sad about you though, what happened? Burn out? Burn all out, did ya?",sad,,,,,,
"Nooo, he's leaving for a better job.",fearful,,,,,,
"Okay, then.",happy,,,,,,
Okay.,happy,,,,,,
Well we're gonna miss you around here.,sad,,,,,,
"Yeah, me too.",sad,,,,,,
"So, see ya on Saturday.",happy,,,,,,
"Yeah, you bet.",happy,,,,,,
"Well, that's the best kiss I've had with anyone I've ever met in a men's room.",happy,,,,,,
"Actually, me too.",happy,,,,,,
"Op, foot in a puddle, foot all in a puddle.",angry,,,,,,
"Oh damn, I hate that.",angry,,,,,,
"Yeah, we're gonna have to get you out of those shoes.",happy,,,,,,
"Oh, don't worry about it.",happy,,,,,,
"No, really you're gonna freeze.",sad,,,,,,
"No, I'm not.",neutral,,,,,,
"You're not, what do you, what do you got a bionic foot?",neutral,,,,,,
"Some day, maybe.",neutral,,,,,,
Funny book?,neutral,,,,,,
"Yeah, at the lecture, I told you that last week, you said you didn't mind.",neutral,,,,,,
"Oh, no, no, no, it's-it's not the lecture ah, I mind, umm....",neutral,,,,,,
"Oh, please tell me it's not because I'm going with Mark.",angry,,,,,,
"Oh, well...",neutral,,,,,,
Oh my God!!! Ross!!,angry,,,,,,
"Because, he's my friend.",angry,,,,,,
"Okay, but do you really need another friend? I mean...",angry,,,,,,
"Okay, well if I stop playing with Joey and Chandler, can I play with Mark?",angry,,,,,,
Is that funny? Am I supposed to be laughing?,angry,,,,,,
"I don't know, you thought 'See you Saturday' was funny. Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with. You guys would never want to go to a lecture with me.",angry,,,,,,
Pa-haa!! I would love to go with you.,happy,,,,,,
Really!?,happy,,,,,,
"Yeah, hey I-I have clothes, I even pick them out. I mean for, for all you know I could be a fashion..... monger.",happy,,,,,,
"Okay. Honey, I would love for you to go with me. What?",happy,,,,,,
"What should I wear, now I'm all nervous.",fearful,,,,,,
Y'know they say a watched pot never beeps.,happy,,,,,,
"It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know.",fearful,,,,,,
Phoebe why don't you just call her? You obviously want to.,neutral,,,,,,
You think you know me so well.,angry,,,,,,
"Well, don't 'cha wanna?",happy,,,,,,
Yeah.,happy,,,,,,
"Okay, well I do know you.",happy,,,,,,
That's what I said.,happy,,,,,,
Well so?,happy,,,,,,
"Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it's not your fault.",happy,,,,,,
"Wow, that's great.",happy,,,,,,
"Oh, yeah!",happy,,,,,,
"Y'know you could totally sell this. It'd be perfect for like umm, a kitty litter campaign.",happy,,,,,,
"I..., a jingle? No, no-no-no, no.",happy,,,,,,
What? Why not? You could make a ton of money.,neutral,,,,,,
"Aw, you're right, you're right. I'm sorry.",sad,,,,,,
"That's okay. All right, I'm gonna play song that's really, really sad. It's called Magician Box Mix Up.",neutral,,,,,,
Hi!,happy,,,,,,
Hey.,happy,,,,,,
"Oh, can I borrow this? My milk's gone bad.",happy,,,,,,
