Utterance,Emotion
"That ring? When my grandmother first came to this country, that ring and the clothes on her back were all she had with her.",surprised
"So you might say, the ring is irreplaceable?",surprised
"Oh absolutely! It has been in my family for generations, and every bride who has worn it has had a long and happy life.",happy
"So you might say, it’s a magic ring.",happy
Ugh!,disgusted
I don’t know what I’m going to do!,fearful
I called the company that sent and th-they don’t care!,angry
"Then I called 9-1-1 and they laughed at me, if this isn’t an emergency, then what is?",angry
Hey!,happy
Hey,neutral
Well obviously only one of us can keep dating her.,neutral
"Obviously! So, how do we decide?",neutral
"Well now let’s-let’s look at this objectively, I think I should date her",neutral
Uh-huh. Uh-huh.,neutral
"That’s interesting, but check this out. I date her",happy
Yeah-yeah I like that but just to go in another direction,neutral
"Okay, okay. This can go on for a while.",neutral
Yeah well we should order some food then.,neutral
"No Joey! Look why don’t, why don’t we just let her decide? Okay? Hey-hey, we’ll",neutral
That sounds fair.,neutral
Maybe I’ll take her to that new French restaurant down the street,neutral
Ah yeah—wait a second now!,angry
Look we’re gonna have to set a spending limit on the date.,neutral
I don’t have the money to take her to a fancy place like that.,angry
"Well sorry, that’s what I do on dates.",neutral
"All right, well I guess I’ll just have to do what I do on dates.",neutral
So let’s decide on the spending limit,neutral
"Yeah. Uh, …a slice……six dollars?",neutral
I was thinking more like a hundred.,neutral
Okay. Can I borrow 94 dollars?,neutral
"Hi, again.",neutral
Hey!,neutral
You want some help with that?,neutral
"Oh, no thanks, I got it.  No I don’t!",neutral
Whoa! Are you okay?,surprised
"Whew! Stood up to fast, got a little head rush.",surprised
It’s the heat.  And-and the humidity.,neutral
"That’s a uh, that’s a tough combination.",neutral
Do you wanna come in for some lemonade?,neutral
Like you wouldn’t believe.  Wow! This is a great place.,surprised
What do you mean?,neutral
Hey!,neutral
Hey!,neutral
Hey!,neutral
"Thank you soo, much.",happy
"Oh, don’t thank me, thank the jerk that never showed up. Okay, I gotta get to get to work.",angry
You want some help with that?,neutral
Oh!,surprised
"Hey, somebody left their keys.",neutral
"Ooohh, to a Porsche!",surprised
"Hey Gunther, these yours?",neutral
"Yeah, that’s what I drive. I make four bucks an hour, I saved up for 350 years!",disgusted
Na-uh!  Hey did anybody lose their keys?,neutral
"Well, I didn’t realize until I got home.",neutral
I wasn’t gonna walk all the way back down here with one shoe!,neutral
I’m gonna go find that guy’s car and leave a note on the windshield.,neutral
Oh!,surprised
"Hey, somebody left their keys.",neutral
"Ooohh, to a Porsche!",surprised
"Hey Gunther, these yours?",neutral
Na-uh!  Hey did anybody lose their keys?,neutral
"Joey, why don’t you put them in the lost and found?",neutral
There’s a lost and found?  My shoe!,surprised
"Well, I didn’t realize until I got home.",neutral
I wasn’t gonna walk all the way back down here with one shoe!,neutral
I’m gonna go find that guy’s car and leave a note on the windshield.,neutral
Oh!,surprised
"Hey, somebody left their keys.",neutral
"Ooohh, to a Porsche!",surprised
"Hey Gunther, these yours?",neutral
There’s a lost and found?  My shoe!,surprised
You left a shoe here?!,surprised
"Well, I didn’t realize until I got home.",neutral
I wasn’t gonna walk all the way back down here with one shoe!,neutral
I’m gonna go find that guy’s car and leave a note on the windshield.,neutral
"Oh good, when he comes back for his keys, I’ll be sure to give him your shoe.",neutral
Great! Thanks.,happy
"Ok, and this is Funny Clown. Funny Clown is only for after his naps, not before his naps or he won't sleep.",neutral
"Carol, we've been through this before, ok?",happy
We have a good time.,happy
"We laugh, we play.",happy
It's like we're father and son.,happy
"Carol, we've been through this before, ok?",happy
We have a good time.,happy
"We laugh, we play.",happy
It's like we're father and son.,happy
"Honey, relax. Ross is great with him.  Don't look so surprisedd. I'm a lovely person.",happy
"Oh, I got that for him.",neutral
My mommies love me. That's clever.,happy
"Honey, relax. Ross is great with him.  Don't look so surprisedd. I'm a lovely person.",happy
"Oh, this is so cute.",happy
"Oh, I got that for him.",neutral
"Carol, we've been through this before, ok?",happy
We have a good time.,happy
"We laugh, we play.",happy
It's like we're father and son.,happy
My mommies love me. That's clever.,happy
Hello?,neutral
"Oh, Hi, Ju——Hi, Jew!",neutral
Uh huh?,neutral
Uh huh?,neutral
"Ok.  Um, sure, that'd be great.",neutral
See ya then.,neutral
Bye.,neutral
Hello?,neutral
"Oh, Hi, Ju——Hi, Jew!",neutral
Uh huh?,neutral
Uh huh?,neutral
"Ok.  Um, sure, that'd be great.",neutral
See ya then.,neutral
Bye.,neutral
"Did you just say Hi, Jew?",surprised
"Yes. Uh, yes, I did. That was my friend, Eddie Moskowitz. Yeah, he likes it. Reaffirms his faith.",neutral
Now there you go! I wouldn’t want my best guest to strain her eyes!,happy
Thanks Monica!,happy
Does that smell bother you?,disgusted
"What the smell from Joey’s? No, I can hardly smell it over here.",surprised
"Well you let me know if you can, because y’know I can bake a pie to cover it.",neutral
"I can smell it a little, bake the pie.",happy
Okay!,happy
Okay.,neutral
"Hello?  Oh yes, one minute please.  It’s for you. It’s the fire inspector.",neutral
Oh!  Hello?  Yeah this is Phoebe.  Really?!,surprised
Oh!  Hello?  Yeah this is Phoebe.  Really?!,surprised
"Yeah, so it turns out that it wasn’t the hair straightener that started the fire.",neutral
"No-no, it was the candles.",neutral
It’s very not good leaving candles unattended.,neutral
"In fact, one of the first things they teach you in fire school is…  Uhh… Uhh… Okay.",neutral
"Well, I have to go now.",neutral
Is he crazy?! You just had Ross’s baby!,surprised
"Well, I-I said yes.",fearful
What?!,surprised
Are you crazy?,angry
You just had Ross’s baby!,angry
It’s-it’s so  inappropriate.,angry
"No, it’s worse than that.",disgusted
It’s wrong.,disgusted
It’s… It is bigger than  mine!,surprised
I know.,neutral
You can’t marry him!,sad
Why not? I don’t want to do this alone! And he’s such a sweet  guy and he loves me so much.,sad
Well do you love him?,neutral
Sure.,neutral
Sure?,neutral
"Yeah, I mean whatever.",neutral
"Honey, the question is…do you really want to marry Joey?",sad
"No. No, I don’t. Could you be a dear and go tell him?",sad
So-so you two were married huh? What happened? You just drift apart?,neutral
Here comes the bride.,happy
Oh my God Monica!,surprised
Oh my God Monica!,surprised
I wanna wear this everyday.,happy
I wanna wear this everyday.,happy
You look so beautiful.,happy
I’m so happy for me.,happy
Hello?,neutral
Hello?,neutral
Hey! Did Chandler show up yet?,fearful
"Yeah, we got him back. Everything’s fine.",neutral
Damnit!,angry
"I will be! Listen, I don’t want you teaching my son that stuff anymore. Okay?",angry
Fine.,neutral
"Fine, but I’ll have you know that once I taught him that stuff he called me Fun Aunt Rachel.",angry
And I loved being Fun Aunt Rachel but I’ll go back to being Boring and Uncomfortable Aunt Rachel if that’s what you want!,angry
"No that’s not what I want. Uh, I’m glad you guys were bonding but I",neutral
"Look he doesn’t have any brothers or sisters, somebody’s gonna have to teach him this stuff!",sad
And I haven’t taught him anything that a normal 6-year-old doesn’t know anyway!,neutral
Fine.,neutral
"Fine, but I’ll have you know that once I taught him that stuff he called me Fun Aunt Rachel.",angry
And I loved being Fun Aunt Rachel but I’ll go back to being Boring and Uncomfortable Aunt Rachel if that’s what you want!,angry
"Look he doesn’t have any brothers or sisters, somebody’s gonna have to teach him this stuff!",sad
And I haven’t taught him anything that a normal 6-year-old doesn’t know anyway!,neutral
Crap!!,angry
I gotta go!,neutral
Look at that! Look at that! They’re going into the first class lounge! Do you know what they have in there?,surprised
No.,neutral
Me neither! We have to get in!,surprised
Just act like you belong.,neutral
Oh my God! Oranges!,surprised
Shh!  Nice to see you again.,neutral
Shh!  Nice to see you again.,neutral
"Uh sir, may I see your tickets please?",neutral
"Yes, of course.",neutral
"I’m sorry, would you move your thumb? I can’t see the seat number.",neutral
"Oh that’s all right, I have it memorized. It’s 1A.",neutral
Okay!,happy
Y’know what?,neutral
I realized it was stupid to get upset about not having a husband and kids.,happy
All I really needed was a plan.,neutral
See I wanna have three kids,neutral
"Oh let me guess, and you wanna have them all at the same time and you wanna have them for your brother.",happy
As I was saying… I should probably have the first of the three kids by the time I’m 35 which gives me five years.,neutral
You spent a hundred dollars. That’s the limit. You’re screwed!,happy
"Uh actually, I sent the flowers before the actual date. So technically,",angry
Oh-oh! So that’s the way it’s gonna be huh? Yeah I can break the rules too y’know!,angry
Oh yeah? What are you gonna do?,angry
I don’t know.,neutral
Why am I not surprisedd?,disgusted
Y’know what Ross? I’m not gonna let you get away with this!,angry
I don’t think you have much choice.,neutral
Well we’ll see!,angry
Bye-bye!,neutral
Yeah bye-bye!  Hey! So just a light layer?,neutral
Yes. Yes. Just here  and there .,neutral
Dad?,neutral
I’m here!,neutral
Hey!,surprised
"Hi. God, it seems like just yesterday you guys used to come out to watch me work.",happy
"Dad, we-we can’t believe you’re selling the house.",sad
"Well, it’s time for a new family to start their memories here and hopefully their check will clear before they find the crack in the foundation and the asbestos in the ceiling.",neutral
Let’s grab our stuff and get the hell out of here.,neutral
I’m sorry we can’t store your childhood things anymore.,sad
I’m sorry we can’t store your childhood things anymore.,sad
"Oh, that’s okay, I can’t wait to see everything again! All of the memories",happy
"Well, I don’t know what’s in the boxes down here, but I do know there are six or seven",neutral
I used to,neutral
I used to,neutral
"Yeah, not as much as you used to love to play uncooked batter eater.",neutral
"Hey, it is unreasonable to expect a child to wait for a",neutral
"Ok, got the vent open.",neutral
"Hi, I'm Ben. I'm hospital worker Ben. It's Ben... to the rescue!",happy
"Ben, you ready?",neutral
"All right, gimme your foot.",neutral
"Ok, on three, Ben.",neutral
"One, two, three.",neutral
"Ok, That's it, Ben.",neutral
"Well, Susan, I see what appears to be a dark vent. Wait. Yes, it is in fact a dark vent.",neutral
"Phoebs, It's open! It's open!",surprised
"Ben, you ready?",neutral
"All right, gimme your foot.",neutral
"Ok, on three, Ben.",neutral
"One, two, three.",neutral
"Ok, That's it, Ben.",neutral
What do you see?,neutral
What do you see?,neutral
"Well, Susan, I see what appears to be a dark vent. Wait. Yes, it is in fact a dark vent.",neutral
"Ben, you ready?",neutral
"All right, gimme your foot.",neutral
"Ok, on three, Ben.",neutral
"One, two, three.",neutral
"Ok, That's it, Ben.",neutral
"Phoebs, It's open! It's open!",surprised
Wait! You forgot your legs!,surprised
"You have a very impressive resume, Ms. Green. I especially like what I see here about implementing a new filing system.",happy
Thank you.,happy
"Yes, that’s very good. Now a uh, big part of this job is cultivating personal relationships, especially with designers.",neutral
"Yes, I realize that",neutral
Thank you.,happy
